O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1131.00	18925	FT	3	42.86	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	FT	4	14.29	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	FT	5	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	FT	6	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	FT	7	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	IM	n/a	4.14	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18925	RT	n/a	70.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	1	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	2	23.53	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	3	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	4	29.41	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	5	23.53	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	6	11.76	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	FT	7	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	IM	n/a	4.06	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18926	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	2	57.89	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	3	15.79	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	4	15.79	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	5	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	IM	n/a	4.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18910	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	1	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	2	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	3	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	4	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	5	61.90	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	6	14.29	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	FT	7	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	IM	n/a	4.05	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18914	RT	n/a	100.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	1	16.67	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	2	50.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	3	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	4	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	5	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	6	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	FT	7	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	IM	n/a	3.94	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18915	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	1	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	2	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	3	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	4	33.33	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	5	27.78	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	6	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	FT	7	11.11	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	IM	n/a	3.94	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18919	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	1	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	2	17.65	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	3	64.71	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	4	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	5	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	IM	n/a	3.82	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18921	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	1	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	2	23.53	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	3	47.06	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	4	29.41	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	5	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	IM	n/a	3.76	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18906	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	2	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	3	42.11	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	4	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	5	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	FT	7	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	IM	n/a	3.68	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18905	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	1	10.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	2	31.58	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	3	36.84	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	4	10.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	5	10.53	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	IM	n/a	3.67	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18932	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	1	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	2	19.05	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	3	28.57	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	4	28.57	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	5	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	6	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	FT	7	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	IM	n/a	3.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18916	RT	n/a	100.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	1	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	2	22.22	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	3	44.44	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	4	16.67	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	5	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	6	5.56	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	IM	n/a	3.50	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18908	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	1	5.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	2	30.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	3	55.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	4	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	5	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	6	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	IM	n/a	3.45	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18924	RT	n/a	95.24	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	2	15.79	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	3	31.58	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	4	26.32	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	5	21.05	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	IM	n/a	3.39	18	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18918	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	1	18.75	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	2	56.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	3	6.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	4	12.50	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	5	6.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	6	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	IM	n/a	3.25	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18920	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	1	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	2	50.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	3	50.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	4	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	5	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	6	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	IM	n/a	3.06	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18913	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	1	5.88	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	2	64.71	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	3	29.41	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	4	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	5	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	IM	n/a	3.00	17	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18930	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	1	16.67	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	2	50.00	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	3	33.33	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	4	0.00	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	5	0.00	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	6	0.00	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	FT	7	0.00	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	IM	n/a	3.25	12	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18909	RT	n/a	57.14	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	1	7.14	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	2	57.14	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	3	21.43	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	4	14.29	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	5	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	6	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	FT	7	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	IM	n/a	3.21	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18927	RT	n/a	66.67	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	1	28.57	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	2	35.71	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	3	28.57	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	4	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	5	7.14	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	6	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	FT	7	0.00	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	IM	n/a	2.93	14	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18928	RT	n/a	70.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	1	37.50	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	2	50.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	3	12.50	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	4	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	5	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	6	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	IM	n/a	2.44	16	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1131.00	18929	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1141.00	3359	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	2	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	3	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	4	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	5	55.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	6	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	FT	7	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	IM	n/a	4.45	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3359	RT	n/a	95.24	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	2	40.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	3	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	4	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	5	30.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	6	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	IM	n/a	4.40	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3352	RT	n/a	95.24	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	1	0.00	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	2	25.00	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	3	43.75	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	4	6.25	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	5	12.50	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	6	12.50	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	IM	n/a	4.07	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3363	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	1	9.52	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	2	14.29	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	3	19.05	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	4	28.57	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	5	28.57	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	6	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	FT	7	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	IM	n/a	3.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3353	RT	n/a	100.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	1	26.67	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	2	73.33	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	3	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	4	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	5	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	6	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	FT	7	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	IM	n/a	3.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3369	RT	n/a	71.43	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	1	13.33	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	2	73.33	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	3	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	4	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	5	13.33	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	6	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	FT	7	0.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	IM	n/a	3.00	15	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3357	RT	n/a	71.43	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	1	8.33	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	2	33.33	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	3	16.67	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	4	16.67	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	5	16.67	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	6	8.33	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	FT	7	0.00	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	IM	n/a	4.25	12	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	23985	RT	n/a	57.14	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	1	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	2	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	3	30.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	4	40.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	5	30.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	6	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	FT	7	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	IM	n/a	3.90	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3351	RT	n/a	47.62	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	1	10.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	2	30.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	3	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	4	40.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	5	20.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	6	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	FT	7	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	IM	n/a	3.90	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3356	RT	n/a	47.62	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	1	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	2	20.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	3	30.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	4	20.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	5	20.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	6	0.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	FT	7	10.00	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1141.00	3371	IM	n/a	3.90	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
